Popular Baby Names, All Males, 2008 

Year of Birth 	Gender 	Child First Name 	Count 	Rank 
2008 	MALE 	ELLIOTT 	12 	169 2008 	MALE 	ENZO 	12 	169 2008 	MALE 	FRANCESCO 	12 	169 2008 	MALE 	FRANKIE 	12 	169 2008 	MALE 	IRVING 	12 	169 2008 	MALE 	ISHAAN 	12 	169 2008 	MALE 	ISMAIL 	12 	169 2008 	MALE 	JABARI 	12 	169 2008 	MALE 	JAEL 	12 	169 2008 	MALE 	JAN 	12 	169 2008 	MALE 	JAYDAN 	12 	169 2008 	MALE 	JOAN 	12 	169 2008 	MALE 	JOHANN 	12 	169 2008 	MALE 	JORDY 	12 	169 2008 	MALE 	JOVAN 	12 	169 2008 	MALE 	LINCOLN 	12 	169 2008 	MALE 	MALAKAI 	12 	169 2008 	MALE 	MARCEL 	12 	169 2008 	MALE 	MARQUIS 	12 	169 2008 	MALE 	MATHIAS 	12 	169 2008 	MALE 	MAXIMO 	12 	169 2008 	MALE 	MISAEL 	12 	169 2008 	MALE 	MITCHELL 	12 	169 2008 	MALE 	MUSA 	12 	169 2008 	MALE 	NACHMAN 	12 	169 2008 	MALE 	NEIL 	12 	169 2008 	MALE 	OTTO 	12 	169 2008 	MALE 	PATRYK 	12 	169 2008 	MALE 	PEYTON 	12 	169 2008 	MALE 	PIERCE 	12 	169 2008 	MALE 	RAY 	12 	169 2008 	MALE 	SAMEER 	12 	169 2008 	MALE 	TOBY 	12 	169 2008 	MALE 	VALENTINO 	12 	169 2008 	MALE 	VINCENZO 	12 	169 2008 	MALE 	VLADIMIR 	12 	169 2008 	MALE 	WAYNE 	12 	169 2008 	MALE 	XZAVIER 	12 	169 2008 	MALE 	ZAKARIA 	12 	169 2008 	MALE 	ABOUBACAR 	11 	170 2008 	MALE 	ADIL 	11 	170 2008 	MALE 	AJANI 	11 	170 2008 	MALE 	ALDO 	11 	170 2008 	MALE 	AMARE 	11 	170 2008 	MALE 	ARIAN 	11 	170 2008 	MALE 	ARJUN 	11 	170 2008 	MALE 	ARMAN 	11 	170 2008 	MALE 	AVI 	11 	170 2008 	MALE 	AYAN 	11 	170 2008 	MALE 	BECKETT 	11 	170 2008 	MALE 	BENZION 	11 	170 2008 	MALE 	BOBBY 	11 	170 2008 	MALE 	BRENDON 	11 	170 2008 	MALE 	CASSIUS 	11 	170 2008 	MALE 	CHACE 	11 	170 2008 	MALE 	CHESKY 	11 	170 2008 	MALE 	D'ANDRE 	11 	170 

2008 	MALE 	DESTIN 	11 	170 
2008 	MALE 	DEVEN 	11 	170 2008 	MALE 	ELY 	11 	170 2008 	MALE 	ERNEST 	11 	170 2008 	MALE 	ERNESTO 	11 	170 2008 	MALE 	GIAN 	11 	170 2008 	MALE 	ISAIAS 	11 	170 2008 	MALE 	JAYCOB 	11 	170 2008 	MALE 	JAYDON 	11 	170 2008 	MALE 	JEFF 	11 	170 2008 	MALE 	JHONNY 	11 	170 2008 	MALE 	KIRAN 	11 	170 2008 	MALE 	KOFI 	11 	170 2008 	MALE 	LAMONT 	11 	170 2008 	MALE 	LEANDRO 	11 	170 2008 	MALE 	LIPA 	11 	170 2008 	MALE 	LUCIAN 	11 	170 2008 	MALE 	LUIGI 	11 	170 2008 	MALE 	MARKUS 	11 	170 2008 	MALE 	MASSIMO 	11 	170 2008 	MALE 	MATTHIAS 	11 	170 2008 	MALE 	RENE 	11 	170 2008 	MALE 	ROWAN 	11 	170 2008 	MALE 	SAMMY 	11 	170 2008 	MALE 	SAWYER 	11 	170 2008 	MALE 	SHIMSHON 	11 	170 2008 	MALE 	TERRY 	11 	170 2008 	MALE 	ULISES 	11 	170 2008 	MALE 	YASIN 	11 	170 2008 	MALE 	ZAMIR 	11 	170 2008 	MALE 	ZAVIER 	11 	170 2008 	MALE 	ZAYDEN 	11 	170 2008 	MALE 	AHRON 	10 	171 2008 	MALE 	ALEXANDRE 	10 	171 2008 	MALE 	ALVARO 	10 	171 2008 	MALE 	ANDREAS 	10 	171 2008 	MALE 	ARLO 	10 	171 2008 	MALE 	ARMAAN 	10 	171 2008 	MALE 	CAMILO 	10 	171 2008 	MALE 	CAMREN 	10 	171 2008 	MALE 	CEDRIC 	10 	171 2008 	MALE 	CONRAD 	10 	171 2008 	MALE 	CONSTANTINE 	10 	171 2008 	MALE 	DAMON 	10 	171 2008 	MALE 	DARIAN 	10 	171 2008 	MALE 	DASHAWN 	10 	171 2008 	MALE 	DAVIN 	10 	171 2008 	MALE 	DOMINIK 	10 	171 2008 	MALE 	DRAKE 	10 	171 2008 	MALE 	EDEN 	10 	171 2008 	MALE 	EMMETT 	10 	171 2008 	MALE 	ENMANUEL 	10 	171 2008 	MALE 	GEOVANNY 	10 	171 2008 	MALE 	GERALD 	10 	171 2008 	MALE 	GIOVANNY 	10 	171 2008 	MALE 	GORDON 	10 	171 2008 	MALE 	GRADY 	10 	171 2008 	MALE 	GRAYSON 	10 	171 

2008 	MALE 	IZAIAH 	10 	171 
2008 	MALE 	JALEEL 	10 	171 2008 	MALE 	JAYDIN 	10 	171 2008 	MALE 	JETER 	10 	171 2008 	MALE 	JHON 	10 	171 2008 	MALE 	JOSEF 	10 	171 2008 	MALE 	JUELZ 	10 	171 2008 	MALE 	KEON 	10 	171 2008 	MALE 	LAMAR 	10 	171 2008 	MALE 	LEE 	10 	171 2008 	MALE 	LEONIDAS 	10 	171 2008 	MALE 	LINUS 	10 	171 2008 	MALE 	LUCIANO 	10 	171 2008 	MALE 	LUCIEN 	10 	171 2008 	MALE 	MILAN 	10 	171 2008 	MALE 	MILTON 	10 	171 2008 	MALE 	MORDCHE 	10 	171 2008 	MALE 	MOUHAMED 	10 	171 2008 	MALE 	NAIM 	10 	171 2008 	MALE 	OSKAR 	10 	171 2008 	MALE 	OUSMANE 	10 	171 2008 	MALE 	RAHEEM 	10 	171 2008 	MALE 	RONNY 	10 	171 2008 	MALE 	SALEH 	10 	171 2008 	MALE 	SHLOIME 	10 	171 2008 	MALE 	SHLOMA 	10 	171 2008 	MALE 	SHRAGA 	10 	171 2008 	MALE 	THIERNO 	10 	171 2008 	MALE 	TRISTON 	10 	171 2008 	MALE 	TYRONE 	10 	171 2008 	MALE 	WARREN 	10 	171 2008 	MALE 	YAEL 	10 	171 2008 	MALE 	YEHUDAH 	10 	171 2008 	MALE 	YISHAI 	10 	171 

Popular Baby Names, All Females, 2008 

Year of Birth 	Gender 	Child First Name 	Count 	Rank 

2008 	FEMALE 	SOPHIA 	511 	1
2008 	FEMALE 	ISABELLA 	492 	2
2008 	FEMALE 	EMILY 	468 	3
2008 	FEMALE 	OLIVIA 	416 	4
2008 	FEMALE 	SARAH 	396 	5
2008 	FEMALE 	MADISON 	384 	6
2008 	FEMALE 	ASHLEY 	382 	7
2008 	FEMALE 	MIA 	342 	8
2008 	FEMALE 	SAMANTHA 	330 	9
2008 	FEMALE 	EMMA 	329 	10 
2008 	FEMALE 	RACHEL 	321 	11 
2008 	FEMALE 	CHLOE 	308 	12 
2008 	FEMALE 	KAYLA 	307 	13 
2008 	FEMALE 	BRIANNA 	304 	14 
2008 	FEMALE 	AVA 	303 	15 
2008 	FEMALE 	LEAH 	294 	16 
2008 	FEMALE 	ABIGAIL 	262 	17 
2008 	FEMALE 	ESTHER 	262 	17 
2008 	FEMALE 	VICTORIA 	261 	18 
2008 	FEMALE 	SOFIA 	251 	19 
2008 	FEMALE 	GABRIELLA 	240 	20 
2008 	FEMALE 	JULIA 	238 	21 
2008 	FEMALE 	ANGELINA 	233 	22 
2008 	FEMALE 	ALYSSA 	232 	23 
2008 	FEMALE 	ELIZABETH 	225 	24 
2008 	FEMALE 	NICOLE 	224 	25 
2008 	FEMALE 	SARA 	207 	26 
2008 	FEMALE 	CHAYA 	199 	27 
2008 	FEMALE 	MAYA 	195 	28 
2008 	FEMALE 	MIRIAM 	187 	29 
2008 	FEMALE 	MICHELLE 	186 	30 
2008 	FEMALE 	HAILEY 	176 	31 
2008 	FEMALE 	ANNA 	174 	32 
2008 	FEMALE 	GIANNA 	173 	33 
2008 	FEMALE 	ALEXANDRA 	172 	34 
2008 	FEMALE 	GRACE 	172 	34 
2008 	FEMALE 	MELANIE 	170 	35 
2008 	FEMALE 	ELLA 	168 	36 
2008 	FEMALE 	ARIANNA 	166 	37 
2008 	FEMALE 	ZOE 	165 	38 
2008 	FEMALE 	JESSICA 	160 	39 
2008 	FEMALE 	MARIA 	160 	39 
2008 	FEMALE 	HANNAH 	158 	40 
2008 	FEMALE 	NATALIE 	152 	41 
2008 	FEMALE 	KIMBERLY 	151 	42 
2008 	FEMALE 	JASMINE 	149 	43 
2008 	FEMALE 	KATHERINE 	144 	44 
2008 	FEMALE 	CHANA 	142 	45 
2008 	FEMALE 	SOPHIE 	141 	46 
2008 	FEMALE 	ALEXA 	140 	47 
2008 	FEMALE 	JENNIFER 	140 	47 
2008 	FEMALE 	ARIANA 	138 	48 
2008 	FEMALE 	DESTINY 	136 	49 

2008 	FEMALE 	MAKAYLA 	135 	50 
2008 	FEMALE 	STEPHANIE 	134 	51 2008 	FEMALE 	AMANDA 	131 	52 2008 	FEMALE 	GENESIS 	131 	52 2008 	FEMALE 	JADA 	129 	53 2008 	FEMALE 	LAUREN 	128 	54 2008 	FEMALE 	EVELYN 	127 	55 2008 	FEMALE 	LILY 	126 	56 2008 	FEMALE 	ISABEL 	125 	57 2008 	FEMALE 	NAOMI 	125 	57 2008 	FEMALE 	CHARLOTTE 	124 	58 2008 	FEMALE 	VANESSA 	122 	59 2008 	FEMALE 	AMY 	121 	60 2008 	FEMALE 	AMELIA 	119 	61 2008 	FEMALE 	CAMILA 	116 	62 2008 	FEMALE 	TIFFANY 	116 	62 2008 	FEMALE 	NEVAEH 	115 	63 2008 	FEMALE 	MADELINE 	114 	64 2008 	FEMALE 	REBECCA 	114 	64 2008 	FEMALE 	JADE 	112 	65 2008 	FEMALE 	ALLISON 	111 	66 2008 	FEMALE 	EVA 	109 	67 2008 	FEMALE 	GABRIELA 	108 	68 2008 	FEMALE 	ADRIANA 	107 	69 2008 	FEMALE 	GABRIELLE 	107 	69 2008 	FEMALE 	CHELSEA 	102 	70 2008 	FEMALE 	LAILA 	102 	70 2008 	FEMALE 	VALENTINA 	102 	70 2008 	FEMALE 	RIVKA 	101 	71 2008 	FEMALE 	SAVANNAH 	101 	71 2008 	FEMALE 	ALEXIS 	100 	72 2008 	FEMALE 	SABRINA 	100 	72 2008 	FEMALE 	ANGELA 	98 	73 2008 	FEMALE 	JAYLA 	97 	74 2008 	FEMALE 	DIANA 	96 	75 2008 	FEMALE 	KAITLYN 	95 	76 2008 	FEMALE 	LAYLA 	95 	76 2008 	FEMALE 	AALIYAH 	93 	77 2008 	FEMALE 	ANDREA 	93 	77 2008 	FEMALE 	DANIELA 	92 	78 2008 	FEMALE 	FIONA 	92 	78 2008 	FEMALE 	CATHERINE 	91 	79 2008 	FEMALE 	CHRISTINA 	89 	80 2008 	FEMALE 	KIARA 	89 	80 2008 	FEMALE 	MYA 	89 	80 2008 	FEMALE 	SYDNEY 	88 	81 2008 	FEMALE 	TAYLOR 	87 	82 2008 	FEMALE 	JOCELYN 	85 	83 2008 	FEMALE 	KAREN 	85 	83 2008 	FEMALE 	ISABELLE 	84 	84 2008 	FEMALE 	SERENITY 	84 	84 2008 	FEMALE 	KAYLEE 	83 	85 2008 	FEMALE 	LILA 	82 	86 2008 	FEMALE 	VIVIAN 	82 	86 2008 	FEMALE 	KELLY 	81 	87 2008 	FEMALE 	AUDREY 	80 	88 2008 	FEMALE 	ELIANA 	80 	88 2008 	FEMALE 	MARIAH 	80 	88 

2008 	FEMALE 	AMBER 	78 	89 
2008 	FEMALE 	DANIELLE 	78 	89 2008 	FEMALE 	CAROLINE 	77 	90 2008 	FEMALE 	FATIMA 	76 	91 2008 	FEMALE 	NATALIA 	76 	91 2008 	FEMALE 	STELLA 	76 	91 2008 	FEMALE 	LUCY 	75 	92 2008 	FEMALE 	SIENNA 	74 	93 2008 	FEMALE 	ALICE 	73 	94 2008 	FEMALE 	BRIANA 	73 	94 2008 	FEMALE 	KATELYN 	73 	94 2008 	FEMALE 	RILEY 	73 	94 2008 	FEMALE 	IMANI 	72 	95 2008 	FEMALE 	MEGAN 	72 	95 2008 	FEMALE 	VALERIE 	72 	95 2008 	FEMALE 	MELISSA 	71 	96 2008 	FEMALE 	ALICIA 	70 	97 2008 	FEMALE 	FAITH 	69 	98 2008 	FEMALE 	LESLIE 	69 	98 2008 	FEMALE 	VALERIA 	69 	98 2008 	FEMALE 	JACQUELINE 	68 	99 2008 	FEMALE 	DANIELLA 	67 	100 2008 	FEMALE 	RIHANNA 	67 	100 2008 	FEMALE 	AMAYA 	65 	101 2008 	FEMALE 	BROOKE 	65 	101 2008 	FEMALE 	JAYLENE 	65 	101 2008 	FEMALE 	ANIYAH 	64 	102 2008 	FEMALE 	CLAIRE 	64 	102 2008 	FEMALE 	KATIE 	64 	102 2008 	FEMALE 	LEILA 	64 	102 2008 	FEMALE 	ALINA 	63 	103 2008 	FEMALE 	EMELY 	63 	103 2008 	FEMALE 	KIMORA 	63 	103 2008 	FEMALE 	MARIAM 	63 	103 2008 	FEMALE 	MALKA 	62 	104 2008 	FEMALE 	AVERY 	61 	105 2008 	FEMALE 	KEIRA 	61 	105 2008 	FEMALE 	MARY 	61 	105 2008 	FEMALE 	FAIGY 	60 	106 2008 	FEMALE 	GISELLE 	60 	106 2008 	FEMALE 	ALANA 	59 	107 2008 	FEMALE 	JENNA 	59 	107 2008 	FEMALE 	JOYCE 	59 	107 2008 	FEMALE 	MORGAN 	59 	107 2008 	FEMALE 	NINA 	59 	107 2008 	FEMALE 	NYLA 	59 	107 2008 	FEMALE 	ARIEL 	58 	108 2008 	FEMALE 	HEAVEN 	58 	108 2008 	FEMALE 	JULIANA 	58 	108 2008 	FEMALE 	RUBY 	58 	108 2008 	FEMALE 	KYLIE 	57 	109 2008 	FEMALE 	ADRIANNA 	56 	110 2008 	FEMALE 	CINDY 	56 	110 2008 	FEMALE 	LONDON 	56 	110 2008 	FEMALE 	MADELEINE 	56 	110 2008 	FEMALE 	MIKAYLA 	56 	110 2008 	FEMALE 	TALIA 	56 	110 2008 	FEMALE 	JAYLEEN 	55 	111 

2008 	FEMALE 	MALKY 	55 	111 
2008 	FEMALE 	PAIGE 	55 	111 2008 	FEMALE 	SASHA 	55 	111 2008 	FEMALE 	CRYSTAL 	54 	112 2008 	FEMALE 	SADIE 	54 	112 2008 	FEMALE 	SCARLETT 	54 	112 2008 	FEMALE 	FRANCESCA 	53 	113 2008 	FEMALE 	JOANNA 	53 	113 2008 	FEMALE 	ANGEL 	52 	114 2008 	FEMALE 	JAYDA 	52 	114 2008 	FEMALE 	LIA 	52 	114 2008 	FEMALE 	ANA 	51 	115 2008 	FEMALE 	HALEY 	51 	115 2008 	FEMALE 	JULIANNA 	51 	115 2008 	FEMALE 	LAURA 	51 	115 2008 	FEMALE 	RAIZY 	51 	115 2008 	FEMALE 	ALIYAH 	50 	116 2008 	FEMALE 	BIANCA 	50 	116 2008 	FEMALE 	ERICA 	50 	116 2008 	FEMALE 	JENNY 	50 	116 2008 	FEMALE 	MADELYN 	50 	116 2008 	FEMALE 	MILEY 	50 	116 2008 	FEMALE 	ANGELICA 	49 	117 2008 	FEMALE 	CIARA 	49 	117 2008 	FEMALE 	DEVORAH 	49 	117 2008 	FEMALE 	HELEN 	49 	117 2008 	FEMALE 	NIA 	49 	117 2008 	FEMALE 	SHAINDY 	49 	117 2008 	FEMALE 	ALISON 	48 	118 2008 	FEMALE 	BELLA 	48 	118 2008 	FEMALE 	ELIZA 	48 	118 2008 	FEMALE 	GITTY 	48 	118 2008 	FEMALE 	JASLENE 	48 	118 2008 	FEMALE 	JASMIN 	48 	118 2008 	FEMALE 	JAZMIN 	48 	118 2008 	FEMALE 	LUCIA 	48 	118 2008 	FEMALE 	ANAYA 	47 	119 2008 	FEMALE 	DAISY 	47 	119 2008 	FEMALE 	JOSEPHINE 	47 	119 2008 	FEMALE 	LEILANI 	47 	119 2008 	FEMALE 	VERONICA 	47 	119 2008 	FEMALE 	VIOLET 	47 	119 2008 	FEMALE 	FATOUMATA 	46 	120 2008 	FEMALE 	ARIELLA 	45 	121 2008 	FEMALE 	EDEN 	45 	121 2008 	FEMALE 	KATE 	45 	121 2008 	FEMALE 	DELILAH 	44 	122 2008 	FEMALE 	LILLIAN 	44 	122 2008 	FEMALE 	MOLLY 	44 	122 2008 	FEMALE 	NADIA 	44 	122 2008 	FEMALE 	RIVKY 	44 	122 2008 	FEMALE 	SERENA 	44 	122 2008 	FEMALE 	LOLA 	43 	123 2008 	FEMALE 	SUMMER 	43 	123 2008 	FEMALE 	ANASTASIA 	42 	124 2008 	FEMALE 	JAMIE 	42 	124 2008 	FEMALE 	PHOEBE 	42 	124 2008 	FEMALE 	ARIELLE 	41 	125 

2008 	FEMALE 	CHAVA 	41 	125 
2008 	FEMALE 	ELENA 	41 	125 2008 	FEMALE 	IVY 	41 	125 2008 	FEMALE 	MARGARET 	41 	125 2008 	FEMALE 	SHIRA 	41 	125 2008 	FEMALE 	ANIYA 	40 	126 2008 	FEMALE 	DENISE 	40 	126 2008 	FEMALE 	KARINA 	40 	126 2008 	FEMALE 	NOA 	40 	126 2008 	FEMALE 	ROSE 	40 	126 2008 	FEMALE 	SHARON 	40 	126 2008 	FEMALE 	TATIANA 	40 	126 2008 	FEMALE 	BAILA 	39 	127 2008 	FEMALE 	DANNA 	39 	127 2008 	FEMALE 	KARLA 	39 	127 2008 	FEMALE 	LIANA 	39 	127 2008 	FEMALE 	PEYTON 	39 	127 2008 	FEMALE 	SKYLA 	39 	127 2008 	FEMALE 	TAMIA 	39 	127 2008 	FEMALE 	WENDY 	39 	127 2008 	FEMALE 	ANNIE 	38 	128 2008 	FEMALE 	ATHENA 	38 	128 2008 	FEMALE 	BREANNA 	38 	128 2008 	FEMALE 	ELAINE 	38 	128 2008 	FEMALE 	JOLIE 	38 	128 2008 	FEMALE 	PEARL 	38 	128 2008 	FEMALE 	AMINA 	37 	129 2008 	FEMALE 	ANGIE 	37 	129 2008 	FEMALE 	ANNABELLE 	37 	129 2008 	FEMALE 	CAITLIN 	37 	129 2008 	FEMALE 	ERIN 	37 	129 2008 	FEMALE 	HINDY 	37 	129 2008 	FEMALE 	JULIETTE 	37 	129 2008 	FEMALE 	KHLOE 	37 	129 2008 	FEMALE 	LILIANA 	37 	129 2008 	FEMALE 	PENELOPE 	37 	129 2008 	FEMALE 	YITTY 	37 	129 2008 	FEMALE 	AISHA 	36 	130 2008 	FEMALE 	AUTUMN 	36 	130 2008 	FEMALE 	BRENDA 	36 	130 2008 	FEMALE 	DINA 	36 	130 2008 	FEMALE 	ERIKA 	36 	130 2008 	FEMALE 	KIRA 	36 	130 2008 	FEMALE 	MACKENZIE 	36 	130 2008 	FEMALE 	MARLEY 	36 	130 2008 	FEMALE 	NORA 	36 	130 2008 	FEMALE 	ZOEY 	36 	130 2008 	FEMALE 	AMIRA 	35 	131 2008 	FEMALE 	CLARA 	35 	131 2008 	FEMALE 	GLORIA 	35 	131 2008 	FEMALE 	JANIYAH 	35 	131 2008 	FEMALE 	LYLA 	35 	131 2008 	FEMALE 	MELODY 	35 	131 2008 	FEMALE 	NATASHA 	35 	131 2008 	FEMALE 	SELENA 	35 	131 2008 	FEMALE 	ZARA 	35 	131 2008 	FEMALE 	ADDISON 	34 	132 2008 	FEMALE 	JULISSA 	34 	132 

2008 	FEMALE 	SHIRLEY 	34 	132 
2008 	FEMALE 	SONIA 	34 	132 2008 	FEMALE 	ALISHA 	33 	133 2008 	FEMALE 	ANYA 	33 	133 2008 	FEMALE 	CHRISTINE 	33 	133 2008 	FEMALE 	DULCE 	33 	133 2008 	FEMALE 	HANNA 	33 	133 2008 	FEMALE 	JOY 	33 	133 2008 	FEMALE 	LESLY 	33 	133 2008 	FEMALE 	LUNA 	33 	133 2008 	FEMALE 	NECHAMA 	33 	133 2008 	FEMALE 	SHANIA 	33 	133 2008 	FEMALE 	SIMONE 	33 	133 2008 	FEMALE 	SURI 	33 	133 2008 	FEMALE 	TRINITY 	33 	133 2008 	FEMALE 	ZAINAB 	33 	133 2008 	FEMALE 	ELEANOR 	32 	134 2008 	FEMALE 	IRENE 	32 	134 2008 	FEMALE 	JANE 	32 	134 2008 	FEMALE 	LEANNA 	32 	134 2008 	FEMALE 	NATHALIE 	32 	134 2008 	FEMALE 	SELINA 	32 	134 2008 	FEMALE 	SKYE 	32 	134 2008 	FEMALE 	AMANI 	31 	135 2008 	FEMALE 	CLAUDIA 	31 	135 2008 	FEMALE 	EILEEN 	31 	135 2008 	FEMALE 	EMILIA 	31 	135 2008 	FEMALE 	ESMERALDA 	31 	135 2008 	FEMALE 	GUADALUPE 	31 	135 2008 	FEMALE 	JULIET 	31 	135 2008 	FEMALE 	KELSEY 	31 	135 2008 	FEMALE 	LINDSAY 	31 	135 2008 	FEMALE 	MINDY 	31 	135 2008 	FEMALE 	MIRANDA 	31 	135 2008 	FEMALE 	SAMARA 	31 	135 2008 	FEMALE 	SANAA 	31 	135 2008 	FEMALE 	SIERRA 	31 	135 2008 	FEMALE 	SKYLAR 	31 	135 2008 	FEMALE 	VICKY 	31 	135 2008 	FEMALE 	ANISA 	30 	136 2008 	FEMALE 	BEATRICE 	30 	136 2008 	FEMALE 	DANA 	30 	136 2008 	FEMALE 	GOLDY 	30 	136 2008 	FEMALE 	JANELLE 	30 	136 2008 	FEMALE 	JANICE 	30 	136 2008 	FEMALE 	JAYLIN 	30 	136 2008 	FEMALE 	LENA 	30 	136 2008 	FEMALE 	LINA 	30 	136 2008 	FEMALE 	MARIAMA 	30 	136 2008 	FEMALE 	ADA 	29 	137 2008 	FEMALE 	BRITNEY 	29 	137 2008 	FEMALE 	CHANEL 	29 	137 2008 	FEMALE 	CYNTHIA 	29 	137 2008 	FEMALE 	DEANNA 	29 	137 2008 	FEMALE 	HAYDEN 	29 	137 2008 	FEMALE 	JANIYA 	29 	137 2008 	FEMALE 	JAZLYN 	29 	137 2008 	FEMALE 	JORDAN 	29 	137 

2008 	FEMALE 	LINDA 	29 	137 
2008 	FEMALE 	MARIANA 	29 	137 2008 	FEMALE 	MELINA 	29 	137 2008 	FEMALE 	ROCHEL 	29 	137 2008 	FEMALE 	SANIYAH 	29 	137 2008 	FEMALE 	SARAI 	29 	137 2008 	FEMALE 	SHILOH 	29 	137 2008 	FEMALE 	ADINA 	28 	138 2008 	FEMALE 	ALEJANDRA 	28 	138 2008 	FEMALE 	ALLYSON 	28 	138 2008 	FEMALE 	APRIL 	28 	138 2008 	FEMALE 	CAROLINA 	28 	138 2008 	FEMALE 	EVANGELINE 	28 	138 2008 	FEMALE 	GENEVIEVE 	28 	138 2008 	FEMALE 	IRIS 	28 	138 2008 	FEMALE 	ISIS 	28 	138 2008 	FEMALE 	IZABELLA 	28 	138 2008 	FEMALE 	JAZMINE 	28 	138 2008 	FEMALE 	KYRA 	28 	138 2008 	FEMALE 	MAIA 	28 	138 2008 	FEMALE 	MICHAELA 	28 	138 2008 	FEMALE 	RAQUEL 	28 	138 2008 	FEMALE 	SANDRA 	28 	138 2008 	FEMALE 	SANIYA 	28 	138 2008 	FEMALE 	SHAYLA 	28 	138 2008 	FEMALE 	SURY 	28 	138 2008 	FEMALE 	TENZIN 	28 	138 2008 	FEMALE 	TINA 	28 	138 2008 	FEMALE 	YASMIN 	28 	138 2008 	FEMALE 	ALESSANDRA 	27 	139 2008 	FEMALE 	CARLA 	27 	139 2008 	FEMALE 	CARMEN 	27 	139 2008 	FEMALE 	DAPHNE 	27 	139 2008 	FEMALE 	EVE 	27 	139 2008 	FEMALE 	GIA 	27 	139 2008 	FEMALE 	HANA 	27 	139 2008 	FEMALE 	JAZLENE 	27 	139 2008 	FEMALE 	JILLIAN 	27 	139 2008 	FEMALE 	JORDYN 	27 	139 2008 	FEMALE 	JOSELYN 	27 	139 2008 	FEMALE 	MAEVE 	27 	139 2008 	FEMALE 	MAGGIE 	27 	139 2008 	FEMALE 	MONICA 	27 	139 2008 	FEMALE 	NANCY 	27 	139 2008 	FEMALE 	SIENA 	27 	139 2008 	FEMALE 	TOBY 	27 	139 2008 	FEMALE 	ALEXIA 	26 	140 2008 	FEMALE 	BLIMY 	26 	140 2008 	FEMALE 	BRACHA 	26 	140 2008 	FEMALE 	BRYANNA 	26 	140 2008 	FEMALE 	CAITLYN 	26 	140 2008 	FEMALE 	DYLAN 	26 	140 2008 	FEMALE 	ELISE 	26 	140 2008 	FEMALE 	LARA 	26 	140 2008 	FEMALE 	LYDIA 	26 	140 2008 	FEMALE 	MIRACLE 	26 	140 2008 	FEMALE 	RITA 	26 	140 2008 	FEMALE 	RUTH 	26 	140 

2008 	FEMALE 	YOCHEVED 	26 	140 
2008 	FEMALE 	ANNABEL 	25 	141 2008 	FEMALE 	BLIMA 	25 	141 2008 	FEMALE 	CAMILLE 	25 	141 2008 	FEMALE 	DALIA 	25 	141 2008 	FEMALE 	KIERA 	25 	141 2008 	FEMALE 	KYLA 	25 	141 2008 	FEMALE 	LIBBY 	25 	141 2008 	FEMALE 	LIZBETH 	25 	141 2008 	FEMALE 	MADISYN 	25 	141 2008 	FEMALE 	MARYAM 	25 	141 2008 	FEMALE 	NYLAH 	25 	141 2008 	FEMALE 	SHANNON 	25 	141 2008 	FEMALE 	STACY 	25 	141 2008 	FEMALE 	ALANNA 	24 	142 2008 	FEMALE 	ALIZA 	24 	142 2008 	FEMALE 	AMELIE 	24 	142 2008 	FEMALE 	AMINATA 	24 	142 2008 	FEMALE 	ANIKA 	24 	142 2008 	FEMALE 	AYANNA 	24 	142 2008 	FEMALE 	BRIELLE 	24 	142 2008 	FEMALE 	CAROL 	24 	142 2008 	FEMALE 	ELISA 	24 	142 2008 	FEMALE 	ELLIE 	24 	142 2008 	FEMALE 	HEIDI 	24 	142 2008 	FEMALE 	HILLARY 	24 	142 2008 	FEMALE 	JAELYN 	24 	142 2008 	FEMALE 	JANIAH 	24 	142 2008 	FEMALE 	JULIE 	24 	142 2008 	FEMALE 	KENNEDY 	24 	142 2008 	FEMALE 	KRISTINA 	24 	142 2008 	FEMALE 	KRYSTAL 	24 	142 2008 	FEMALE 	PESSY 	24 	142 2008 	FEMALE 	REESE 	24 	142 2008 	FEMALE 	SHOSHANA 	24 	142 2008 	FEMALE 	TAMAR 	24 	142 2008 	FEMALE 	YAEL 	24 	142 2008 	FEMALE 	AUBREY 	23 	143 2008 	FEMALE 	CASEY 	23 	143 2008 	FEMALE 	CASSANDRA 	23 	143 2008 	FEMALE 	DAKOTA 	23 	143 2008 	FEMALE 	DAYANA 	23 	143 2008 	FEMALE 	KAYLEEN 	23 	143 2008 	FEMALE 	KAYLIE 	23 	143 2008 	FEMALE 	KIANA 	23 	143 2008 	FEMALE 	LANA 	23 	143 2008 	FEMALE 	LEA 	23 	143 2008 	FEMALE 	LISA 	23 	143 2008 	FEMALE 	MARINA 	23 	143 2008 	FEMALE 	MATILDA 	23 	143 2008 	FEMALE 	NOOR 	23 	143 2008 	FEMALE 	PRISCILLA 	23 	143 2008 	FEMALE 	ROSA 	23 	143 2008 	FEMALE 	WINNIE 	23 	143 2008 	FEMALE 	YEHUDIS 	23 	143 2008 	FEMALE 	ALISA 	22 	144 2008 	FEMALE 	ALLISSON 	22 	144 2008 	FEMALE 	AMIRAH 	22 	144 

2008 	FEMALE 	ANGELINE 	22 	144 
